film_id,genre,release_date,title,length,rental_cost
6305,scifi,2006-08-20,Feeling use small agency them.,0.65,8.41
6306,romance,1998-03-18,Position already government inside among and.,2.21,4.88
6307,scifi,1981-01-16,Around management discuss modern whole myself.,0.53,5.13
6308,romance,1993-01-10,Religious day seven treatment.,1.46,0.2
6309,comedy,1993-09-29,Push always enjoy treatment fish significant.,0.39,4.85
6310,romance,2003-12-18,They participant cup table measure response whom.,2.4400000000000004,7.76
6311,comedy,1997-12-08,Rest place mean beyond instead low mind.,2.95,6.7
6312,scifi,2013-05-23,Baby early reflect left movement.,2.4000000000000004,9.53
6313,documentary,1987-03-15,Possible eye over me.,2.5,5.74
6314,documentary,2015-09-10,Actually plant job man race class ago bad.,0.66,0.38
6315,comedy,2004-11-25,Action cause long cause for add.,2.66,4.75
6316,romance,2014-03-13,Music moment civil character seven writer.,2.2600000000000002,8.16
6317,romance,1980-09-06,Near everybody like reason best charge.,2.7,9.77
6318,documentary,1994-10-11,Style media worry decision.,2.87,2.21
6319,romance,2017-09-17,Medical mean public value plan affect back.,1.11,3.16
6320,documentary,2006-10-19,Audience end it turn bar now upon.,1.81,5.91
6321,documentary,2006-04-06,Apply price million attack billion.,0.38,6.93
6322,romance,1997-11-05,Unit fire officer their share conference.,0.49,1.95
6323,scifi,2020-11-27,Involve second news probably cultural them present energy.,0.7,0.78
6324,documentary,1989-07-07,This past series left agree many special issue.,2.77,5.97
6325,documentary,1989-10-27,Building practice forward whether traditional detail.,1.1300000000000001,7.95
6326,scifi,2017-08-20,Way once personal operation activity.,2.8000000000000003,5.53
6327,romance,1978-10-16,Simply speech listen market answer group.,0.35,9.12
6328,comedy,1994-06-21,Test natural nation especially wish suffer.,1.1,5.26
6329,romance,1986-10-09,Include debate down notice.,2.5300000000000002,1.69
6330,comedy,2018-11-17,Huge himself offer.,1.52,2.86
6331,documentary,2010-03-09,Amount nation such person wide.,2.8200000000000003,4.65
6332,romance,2017-03-06,Debate follow force meet occur religious serve.,2.87,4.48
6333,documentary,1988-06-28,Someone drug standard why.,1.8299999999999998,9.5
6334,documentary,2008-10-16,Total start get thus.,1.72,6.98
6335,romance,1991-09-03,Especially prepare animal public see.,1.8499999999999999,7.47
6336,comedy,2004-02-18,Political apply nor improve personal cause difficult.,1.31,9.19
6337,documentary,1996-01-01,End plan thing anyone by movie.,1.73,1.17
6338,documentary,1988-04-16,Argue picture fill never choose prove try.,2.11,0.36
6339,scifi,1992-03-06,Despite truth boy for.,1.3599999999999999,1.76
6340,romance,1983-06-11,From oil mind friend price.,1.09,0.47
6341,comedy,1991-09-08,Grow staff couple take.,1.74,2.17
6342,scifi,1997-01-04,Better phone idea but.,0.36,4.65
6343,scifi,2015-10-05,Significant manager feeling institution according.,0.8200000000000001,1.31
6344,documentary,2021-10-12,Tax foot assume huge artist air can.,1.79,8.58
6345,documentary,1977-07-12,Set reality order sell.,1.47,0.57
6346,scifi,2019-03-18,Protect past Congress military.,1.95,7.49
6347,scifi,2015-09-25,According country leader site education work.,2.0300000000000002,4.19
6348,romance,1982-05-15,Likely street thank keep.,2.21,1.2
6349,documentary,2003-05-26,Spend plan herself would scene air south election.,1.9,0.65
6350,scifi,1996-06-25,His better different cultural arrive sport.,1.57,3.38
6351,documentary,1977-07-20,List her prove wear involve attack.,1.3,4.57
6352,comedy,2000-06-21,Happy quickly form often once name first.,1.96,2.29
6353,romance,2013-10-15,Help within enjoy help probably move.,0.4,5.63
6354,documentary,2020-06-10,Recognize Republican world all but instead.,1.18,3.86
6355,scifi,1986-08-19,Rich exactly whom.,0.8800000000000001,3.08
6356,documentary,1994-11-03,In face ability modern.,1.43,4.22
6357,documentary,2001-11-11,Win scientist them firm understand brother.,3.1700000000000004,7.76
6358,documentary,1978-07-26,Civil professional fact around so.,0.8899999999999999,9.61
6359,romance,2018-04-15,Mother soon and road stuff win baby.,0.5800000000000001,8.03
6360,documentary,2002-08-07,For minute mention theory bag.,1.5799999999999998,1.98
6361,scifi,2013-01-01,Voice many dog huge.,2.9200000000000004,3.6
6362,scifi,1999-01-10,Matter four western fish sound visit.,1.49,9.53
6363,documentary,2021-06-23,Car ability responsibility people agree television radio develop.,0.30000000000000004,3.82
6364,documentary,1983-10-14,Each must happen back control degree movie.,2.15,1.08
6365,comedy,2000-08-24,Involve woman nature according purpose watch plant.,2.33,5.99
6366,scifi,2005-07-15,Middle son sell another market method party management.,0.33,6.96
6367,comedy,1989-02-14,Cell last listen best.,2.64,7.37
6368,scifi,2012-01-25,Manager realize rate pick.,1.97,3.45
6369,scifi,1996-09-10,Each participant positive surface human.,1.78,2.0
6370,comedy,1994-07-25,Will ago recently Mr.,1.42,3.42
6371,comedy,1985-05-16,Involve decade cover stand effect if.,0.46,7.54
6372,scifi,2014-06-22,Military down may source trouble suggest.,2.93,7.91
6373,romance,1996-03-08,Hair my force third.,0.9199999999999999,6.34
6374,documentary,1981-09-21,Country yes state generation career.,1.78,6.32
6375,documentary,2011-04-18,Point direction nature consumer.,3.1500000000000004,4.26
6376,documentary,1998-05-10,Able center national a.,0.8999999999999999,8.57
6377,comedy,1986-09-22,In establish sometimes pressure thousand strong hard.,2.95,4.81
6378,romance,2004-10-24,Seem pull wind.,0.76,1.82
6379,comedy,1995-11-05,Control ball let south image.,0.8400000000000001,7.42
6380,scifi,2018-05-04,Sign skill week consider research interesting politics.,2.6900000000000004,3.29
6381,documentary,2016-04-10,May one ball so.,0.98,4.19
6382,scifi,1985-03-30,Process head next.,2.96,6.12
6383,scifi,2017-08-09,Because choose course treat agent kind.,3.1100000000000003,2.63
6384,scifi,1983-05-20,Need you defense image rock I.,2.4000000000000004,4.7
6385,scifi,1980-05-11,Decade information national simple goal purpose.,0.97,7.12
6386,scifi,1988-11-11,Cost opportunity future direction.,1.74,7.87
6387,comedy,2009-03-19,Next mouth very candidate.,0.28,4.85
6388,scifi,2010-10-06,And edge test letter.,1.25,0.24
6389,romance,1999-09-18,Truth carry forward ready central manager bag.,2.6900000000000004,0.11
6390,documentary,2006-01-05,Tend college I speak.,3.1700000000000004,2.1
6391,romance,1999-10-16,Pass decide part nation sound law property treat.,1.03,2.22
6392,scifi,2000-08-09,Others especially like agent skin relate local.,1.6199999999999999,8.99
6393,comedy,2003-02-21,Meet nature operation prepare stuff still.,1.89,7.87
6394,documentary,1989-06-01,Energy style continue ever food notice.,1.41,9.76
6395,documentary,2015-06-29,Road development north voice hear require.,2.11,3.52
6396,scifi,1987-05-01,Even high own order discussion stop minute.,2.5700000000000003,4.1
6397,scifi,1987-03-02,Read firm discussion must.,1.32,3.85
6398,romance,1993-12-17,Pass cold relationship tough.,0.76,5.11
6399,romance,2002-12-12,Security thank work event.,3.18,6.73
6400,scifi,1977-10-07,Yet ground very whose everyone kind agent.,0.54,5.56
6401,comedy,1987-03-27,Federal individual break play something blood future.,0.23,1.59
6402,romance,2000-09-10,Employee model often style sometimes process.,1.31,1.74
6403,romance,2000-12-05,Business early hand church already.,2.8600000000000003,6.99
6404,scifi,2021-04-04,Above not director fill radio especially.,1.11,7.18
6405,comedy,2020-02-17,Rise than protect I son.,2.16,6.4
6406,romance,2008-07-05,Activity according street center participant focus.,1.23,6.56
6407,scifi,2011-06-12,Skin show pretty direction.,2.6500000000000004,1.04
6408,scifi,2006-12-04,Check administration five bring.,0.26,7.55
6409,comedy,1986-10-19,Age box fall suggest occur watch.,1.73,1.42
6410,scifi,1984-05-07,Arrive book itself serious.,2.0100000000000002,6.96
6411,scifi,2018-05-20,Occur large another citizen senior while father.,1.74,3.68
6412,scifi,1995-06-11,Find set occur for.,0.54,8.47
6413,comedy,2010-02-23,Guy suggest foreign culture recently.,2.7,7.49
6414,romance,1996-02-06,Score wear push industry international pass.,0.5900000000000001,7.95
6415,romance,2005-09-26,Despite practice movement style attorney.,1.76,1.13
6416,comedy,1989-05-02,Pay business policy official teach.,3.14,3.46
6417,romance,1997-10-17,Miss toward drug list lot color director.,0.6799999999999999,8.74
6418,scifi,1993-10-15,Its but nor answer heavy address wait race.,1.99,3.53
6419,comedy,2017-04-02,Box third available political time a off.,1.32,8.28
6420,comedy,2000-07-06,Term experience better rich form then.,0.8,2.67
6421,comedy,2012-05-04,Build story man cultural support.,1.56,7.3
6422,documentary,2000-02-06,Manage focus history clearly.,2.39,4.17
6423,scifi,2005-10-27,General fish might chance no.,2.17,7.51
6424,documentary,2005-12-16,Call social analysis measure us seven base account.,0.66,9.08
6425,scifi,2000-02-11,Quality or together specific star start time.,1.21,8.76
6426,scifi,2012-10-09,Card example decade area specific soldier power.,1.3299999999999998,6.23
6427,comedy,2001-10-01,Picture bill ok fear watch land back.,2.56,6.52
6428,documentary,1981-11-15,Share by community.,0.8400000000000001,3.03
6429,romance,1983-05-06,Letter call long again girl sure outside.,1.32,7.69
6430,scifi,2000-05-13,Avoid reflect avoid control follow realize area.,0.5800000000000001,2.14
6431,documentary,2001-10-18,Condition local certainly service Republican herself into.,2.64,4.14
6432,scifi,1980-05-13,Yourself begin discussion drop manager eat.,2.21,4.35
6433,documentary,1980-07-18,Across decide safe option write.,2.85,2.03
6434,documentary,2009-06-20,Remember husband worry phone professor reason physical.,2.75,3.71
6435,documentary,2015-04-16,Public run leader mention debate claim.,1.6099999999999999,8.32
6436,scifi,2005-04-20,College difficult theory.,2.0,2.09
6437,documentary,2004-04-29,Side responsibility cut decide unit once wide.,2.3600000000000003,3.73
6438,documentary,2005-04-29,Student learn court offer far seven throw.,1.01,1.97
6439,romance,1991-04-07,Somebody perhaps much week big it unit sometimes.,3.1,1.35
6440,comedy,2000-01-06,All mission moment say pretty car keep.,1.17,4.29
6441,documentary,1988-05-23,Offer figure guess cost course safe blood else.,0.27,8.39
6442,comedy,2015-09-27,Group analysis drop act prove wind.,2.21,4.39
6443,comedy,1989-01-17,Site network beyond general capital federal such.,0.49,0.61
6444,comedy,1978-04-27,Send response address.,2.5300000000000002,0.3
6445,documentary,1989-04-03,Quality environment official data economy home cell while.,1.99,5.79
6446,documentary,1977-09-17,Sea political yes charge but affect.,2.4400000000000004,9.99
6447,comedy,2005-05-04,Direction common number save have than about.,2.2,8.82
6448,romance,2002-08-20,Across foreign power.,1.02,8.46
6449,comedy,1992-07-23,Pattern threat again.,0.61,1.84
6450,romance,1981-10-03,Answer without anyone lead sense turn true.,0.38,4.18
6451,scifi,1981-06-21,Experience employee his man although similar.,0.43000000000000005,9.94
6452,comedy,2015-09-11,Wear cup since particularly friend special.,0.62,4.12
6453,comedy,2002-07-19,Fish voice look early.,0.55,8.8
6454,scifi,2020-07-28,Including until week be thank above.,2.5500000000000003,6.16
6455,documentary,2012-08-23,Religious science style traditional too born.,0.35,0.9
6456,comedy,2006-10-08,Woman enter Mrs reason approach.,1.31,2.48
6457,scifi,1991-11-04,Commercial would piece.,0.9199999999999999,2.81
6458,comedy,2012-04-21,Question than one property free.,2.58,3.22
6459,comedy,2001-02-13,Player third difference over floor.,1.66,5.7
6460,documentary,2002-03-30,Little everybody then study.,2.54,9.86
6461,documentary,2002-02-01,Our let vote concern rise wear history.,2.0300000000000002,6.59
6462,documentary,1989-04-05,Security design maybe small.,1.74,6.95
6463,documentary,2009-09-18,Traditional per space answer daughter future have stop.,2.43,2.35
6464,documentary,1988-11-21,Somebody deep at news wind pass.,2.5500000000000003,4.23
6465,comedy,2001-10-19,Rock politics result along.,2.17,1.74
6466,romance,2002-06-09,Dinner fly offer party employee who government.,0.73,2.53
6467,comedy,2009-10-30,Style wish yeah lead day the.,2.11,8.98
6468,scifi,2000-11-03,Role case large choose role whether.,0.61,9.03
6469,documentary,1985-03-14,Should save week paper add.,1.53,5.15
6470,romance,2001-02-13,Attention recently across late thing identify husband simply.,2.8800000000000003,3.56
6471,comedy,1986-09-30,Eight current itself about in like.,2.47,9.22
6472,romance,2007-11-02,Wait open night citizen attack parent free.,1.3599999999999999,1.38
6473,romance,2016-08-14,Like here little.,2.4400000000000004,6.85
6474,comedy,1978-08-14,Experience for though same reality month.,2.14,8.31
6475,comedy,1996-04-03,Degree eight final cold this charge.,2.73,0.19
6476,scifi,2000-08-31,Make role system catch spend.,2.0300000000000002,7.51
6477,comedy,2003-04-12,Some shoulder person team international throw recently any.,1.88,1.01
6478,scifi,2012-04-29,Race weight great threat phone.,2.6,8.87
6479,documentary,2021-08-15,Play level experience hair our dog fight.,1.7,3.05
6480,scifi,2009-05-08,Bag lot soon either.,2.37,3.37
6481,scifi,2017-12-23,Money trouble generation unit whose control approach.,1.51,1.93
6482,romance,1985-04-16,Their official everything we campaign none up easy.,0.37,9.27
6483,romance,2004-03-11,Call recently raise national.,0.8,4.08
6484,documentary,2014-08-04,History foot anyone.,1.15,0.9
6485,scifi,1978-05-13,Remember garden career.,0.8400000000000001,5.97
6486,scifi,1983-12-31,Pm fish notice heavy these.,2.27,7.59
6487,romance,2000-06-16,Training issue treat meet tree thousand.,2.33,2.46
6488,scifi,1990-07-25,Eight agreement build middle top house.,2.54,8.85
6489,documentary,1980-04-23,Down young technology sing instead concern.,2.87,3.29
6490,romance,2021-08-10,Late both piece toward newspaper drug.,1.88,2.58
6491,romance,2018-01-06,Catch hand reach gas economic ball.,0.97,1.1
6492,romance,2004-02-10,Attack eight first guess floor firm.,0.6000000000000001,5.55
6493,scifi,1996-10-25,Begin plan low.,1.42,7.52
6494,comedy,2009-10-20,Shoulder ball cold road.,0.8600000000000001,2.0
6495,romance,1997-05-13,Black policy put then everybody it.,0.36,2.55
6496,scifi,2004-12-15,Maintain performance mother far media little recent.,1.3699999999999999,8.34
6497,scifi,1998-12-29,Make people again road against.,2.12,7.8
6498,documentary,2021-11-20,Others represent radio project wind past.,1.5,2.61
6499,scifi,1995-05-05,Exist form travel base they.,1.1,3.03
6500,romance,2012-10-27,Teach those morning how.,2.4000000000000004,1.17
6501,documentary,2019-10-26,Modern music up ok ago thus speak public.,0.37,7.26
6502,scifi,2016-09-27,Yes attack offer account.,1.11,2.01
6503,documentary,2002-05-22,Institution available if class treatment.,2.5900000000000003,1.32
6504,comedy,2003-07-21,Try soldier occur especially view result.,1.2,9.6
6505,romance,2004-09-02,Likely base tax.,2.14,1.74
6506,romance,2000-06-11,Which day economic adult police next.,1.06,1.03
6507,documentary,2017-01-28,Still spring money phone.,0.46,6.99
6508,scifi,1997-12-24,Every career support radio activity remain I.,2.43,8.7
6509,documentary,1999-07-07,Agency record picture stock no.,1.39,9.31
6510,scifi,2013-02-17,House note character party.,2.39,2.04
6511,scifi,2019-11-09,Wonder get probably foreign.,2.2800000000000002,7.8
6512,comedy,1990-12-28,Child back mother keep question piece.,1.8599999999999999,4.47
